Ubicacion,Codigo,Descripcion,total
Deposit N3 - D2,3202,HALOGEENLAMP 1000W 127 VOLT,250
Deposit N3 - D2,3206,HALOGEENLAMP 1500W 220 VOLT,134
Deposit N3 - D2,3249,SPIRALLAMP 20W 110-130V 50Hz,10
Deposit N3 - D2,3290,STARTER 4-22W,1400
Deposit N3 - D2,3291,STARTER 4-65W S10,1925
Deposit N3 - D2,7100,PL-U 2pins 7W 127v/6400k,150
Deposit N3 - D2,7133,HALOGEEN LAMP 500W,495
Deposit N3 - D2,7134,HALOGEENLAMP 1000W,322
Deposit N3 - D2,7135,HALOGEENLAMP 1500W,486
Deposit N3 - D2,7139,HPLN LAMP 400W OSRAM,13
Deposit N3 - D2,7179,BASE MULTI 4 TOMAS 8014 IL,13
Deposit N3 - D2,7180,BASE MULTI 5 TOMAS 8015 IL,11
Deposit N3 - D2,7181,BASE MULTI 6 TOMAS 8016 IL,17
Deposit N3 - D3,15095,INB CT338 (404 X 404 X120),2
Deposit N3 - D3,3010,"BUIGVEER 5/8"" 1 mtr",13
Deposit N3 - D3,3013,"BUIGVEER 5/8"" 2 mtr",3
Deposit N3 - D3,3104,FOCO LED A19 6W 540LM 6500K,48
Deposit N3 - D3,3104,FOCO LED A19 6W 540LM 6500K,308
Deposit N3 - D3,3194,GLOEILAMP 100WATT CLEAR,102
Deposit N3 - D3,3195,GLOEILAMP 25WATT FROSTED,2
Deposit N3 - D3,3196,GLOEILAMP 40WATT FROSTED,72
Deposit N3 - D3,3199,GLOEILAMP 100WATT FROSTED,20
Deposit N3 - D3,3200,HALOGEENLAMP  300W 127 VOLT,60
Deposit N3 - D3,3242,PL LAMP   5 WATT,40
Deposit N3 - D3,3243,PL LAMP   7 WATT,30
Deposit N3 - D3,3244,PL LAMP   9 WATT,30
Deposit N3 - D3,3245,PL LAMP 13 WATT,50
Deposit N3 - D3,3249,SPIRALLAMP 20W 110-130V 50Hz,4
Deposit N3 - D3,3261,TL-BUIS 32W DL ROND,14
Deposit N3 - D3,3263,PICKENS 6W LED BULB 6500 K,400
Deposit N3 - D3,3270,PICKENS 10W LED BULB,5
Deposit N3 - D3,7102,ESL 305 SLIM 7W SPIRAAL 127V,43
Deposit N3 - D3,7112,ESL 211 20W SPIRAAL 127V,43
Deposit N3 - D4,11482,DEKSEL DOOS PLASTIC 4x4 WIT,180
Deposit N3 - D4,1333,MOERKLEM APC 50/70,1500
Deposit N3 - D4,1353,HOUTSCHR IJZ 4.0x25 (1x8),181
Deposit N3 - D4,1360,SPAANPLAAT SCHR.3.5x25 (1x6),330
Deposit N3 - D4,1361,SPAANPLAAT SCHR.4.0x20 (3/4x8),360
Deposit N3 - D4,1362,SPAANPLAAT SCHR.3.9x25 (1x8),240
Deposit N3 - D4,1362,SPAANPLAAT SCHR.3.9x25 (1x8),0
Deposit N3 - D4,1363,SPAANPLAAT SCHR.4.0x35(11/4x8),160
Deposit N3 - D4,1365,SPAANPLAAT SCHR.3.5x45,120
Deposit N3 - D4,3120,RECESADO REDONDO 3W  3000K,119
Deposit N3 - D4,3124,REFLECTOR LED 200W 18000LM,52
Deposit N3 - D4,3264,PICKENS 6W LED BULB 4000K SEMI,44
Deposit N3 - D4,3265,PICKENS 7W LED BULB,31
Deposit N3 - D4,3268,PICKENS 5W LED BULB 6500K,392
Deposit N3 - D4,3269,PICKENS LED 5.5W GU 10,53
Deposit N3 - D4,3309,6WATT LED PANEL LIGHT 1409-Y-6,116
Deposit N3 - D4,3333,PICKENS 6 WATT 6500K LED SPOT,95
Deposit N3 - D5,0311,"MOFFEN   5/8""",3200
Deposit N3 - D5,0314,"MOFFEN 1,5""",0
Deposit N3 - D5,0518,CENTRAALDOOS ROND 80MM C80,150
Deposit N3 - D5,0518,CENTRAALDOOS ROND 80MM C80,50
Deposit N3 - D5,1154,INB D CARLON 2X4 PLASTIC,100
Deposit N3 - D5,11541,INB D CARLON GIPS 2X4 PLASTIC,1
Deposit N3 - D5,15142,OPBOUW KAST WD CSG13PT/RR,2
Deposit N3 - D5,15146,OPB.KAST WD 18MD CDP 18PT/RR,8
Deposit N3 - D6,0311,"MOFFEN   5/8""",9600
Deposit N3 - D6,0317,"BOCHT 1,5""",100
Deposit N3 - D6,15146,OPB.KAST WD 18MD CDP 18PT/RR,10
Deposit N3 - D6,15147,OPB.KAST WD 36MD CDP 36PT2F/RR,2
Deposit N3 - D7,0340,"ZADELS 5/8"" - 15-16mm gemenied",23000
Deposit N3 - D7,0341,"ZADELS 3/4"" 19-20mm roodgemeni",25550
Deposit N3 - D7,0342,"ZADELS 2x5/8""",1500
Deposit N3 - D7,0345,ZADELS 9-10 mm VERT,13500
Deposit N3 - D7,0346,ZADELS 11- 12 mm VERT,13500
Deposit N3 - D7,0353,ZADELS ROOD 25mm (1duim),3150
Deposit N3 - D7,0355,ZADELS ROOD 50mm (2 duim),600
Deposit N3 - D7,1305,AARDRAIL VERN 15 X 4 MM,6
Deposit N3 - D7,1306,AARDRAIL VERN 20 X 5 MM,20
Deposit N3 - D7,1307,AARDRAIL 63AMP BLANK KOPER,4
Deposit N3 - D7,1309,"AARDKLEM 1/8""",34
Deposit N3 - D7,1633,PACKSUP S144P200,1
Deposit N3 - D7,1634,PACKSUP S120P200,6
Deposit N3 - D7,1635,PACK SUP S96P200,4
Deposit N3 - D7,16351,PACK SUP S72P200,2
Deposit N3 - D7,1906,HH 1014.939 AARDRAILSET 219 MM,1
Deposit N3 - D7,3002,STEENBOOR 6 mm,40
Deposit N3 - D7,3003,STEENBOOR 7 mm,30
Deposit N3 - D7,3334,PICKENS LED OPB ROND 12W 6500K,60
Deposit N3 - D7,8012,Fuse-Holder FPG1 Slotted IP40,370
Deposit N3 - D8,0349,ZADELS 14 mm VERT,2000
Deposit N3 - D8,0526,MONTAGEDEKSEL+WCD3611W1,200
Deposit N3 - D8,1299,UNIMAX KLEM 35/4-35 mm,50
Deposit N3 - D8,1301,UNIMAX KLEM 50/10-50 mm,150
Deposit N3 - D8,1302,BADKAMER RAIL 6x6+1x25 mm,150
Deposit N3 - D8,1303,BADKAMER RAIL 5x6+1x25 mm,8
Deposit N3 - D8,1311,"AARDKLEM 3/8""",150
Deposit N3 - D8,1312,"AARDKLEM 1/2""",550
Deposit N3 - D8,1313,"AARDKLEM 3/4""",16
Deposit N3 - D8,1315,VERBINDING RAIL 1x6+1x25 mm,4
Deposit N3 - D8,1316,VERBINDING RAIL 2x6+1x25 mm,500
Deposit N3 - D8,3124,REFLECTOR LED 200W 18000LM,28
Deposit N3 - D8,3335,PICKENS LED OPB ROND 18W 6500K,31
Deposit N3 - D8,3500,ETI 3901068 TERMINAL VS 6 IVOR,1500
Deposit N3 - D8,3506,ETI 3901101 TERMINAL VS10 IVOR,0
Deposit N3 - D9,0318,"BOCHT 2""",90
Deposit N3 - D9,0319,"BUISBEVESTIGING 2"" POLFIX",700
Deposit N3 - E,0250,VMvL H05 V V-F 4G2.5   mm,700
Deposit N3 - E,0306,FLEXIBELE BUIS 5/8,5
Deposit N3 - E,0307,FLEXIBELE BUIS 3/4,10
Deposit N3 - E,0310,FLEXIBELE BUIS 1DUIM,16
Deposit N3 - E,0311,"MOFFEN   5/8""",8000
Deposit N3 - E,04891,KABELDOOS J100S,82
Deposit N3 - E,0491,KABELDOOS 225A,55
Deposit N3 - E,04943,KABEL DOOS EL322 (19750),12
Deposit N3 - E,0519,CENTRAALDOOS ROND 100MM C100,200
Deposit N3 - E,0524,CENTRDOOS ROND 12X16/19/20MM,840
Deposit N3 - E,0990,PICKENS VOLTAGE PROTECT 120V,5
Deposit N3 - E,0991,USB VOLTAGE PROTECTOR PICKENS,1
Deposit N3 - E,1148,"INB.DOOS PLASTIC 2x4""GEEL",1200
Deposit N3 - E,1149,"INB.DOOS PLASTIC 4x4""-CARLON",800
Deposit N3 - E,11491,Cover INB.D PLAST 4X4  1G A410,1800
Deposit N3 - E,1151,"INB DOOS AM 4x4""",2450
Deposit N3 - E,1320,AARDDRAAD BC  6 mm2,300
Deposit N3 - E,1321,AARDDRAAD BC 10 mm2,100
Deposit N3 - E,1322,AARDDRAAD BC 16 mm2,100
Deposit N3 - E,1323,AARDDRAAD BC 25 mm2,100
Deposit N3 - E,1508,INB DOOS CT536 (323 X 518 X60),24
Deposit N3 - E,1509,INB DOOS CT110 (108 X 108 X50),98
Deposit N3 - E,15091,INB DOOS CT114 (168 X 117 X50),147
Deposit N3 - E,15092,INB DOOS CT220 (217 X 217 X57),22
Deposit N3 - E,15093,INB DOOS CT225 (250 X 250 X65),17
Deposit N3 - E,15094,INB DOOS CT326 (222 X 318 X60),11
Deposit N3 - E,3015,TREKVEER 20 mtr,220
Deposit N3 - E,3016,TREKVEER 30 mtr,30
Deposit N3 - E,3108,"TUBO LED T8, 9W 800LM 6500K",550
Deposit N3 - E,3109,TUBO LED T8 18W1600LM 6500K,75
Deposit N3 - E,3125,SUPERFICIAL REDONDO 18W 65K,160
Deposit N3 - E,3263,PICKENS 6W LED BULB 6500 K,98
Deposit N3 - E,3272,PICKENS T8 1.20M LED 22W 6500K,250
Deposit N3 - E,3334,PICKENS LED OPB ROND 12W 6500K,7
Deposit N3 - E,9204,PICKENS HDMI CABLE DMM248-0300,6
Deposit N3 - E,9205,PICKENS HDMI CABLE DMM271,8
Deposit N3 - E,9206,PICKENS HDMI CABLE DMC270,8
Deposit N4 - A1,0550,"PG 13,5 + MOER",1550
Deposit N4 - A1,0560,"MOER PG 13,5",4700
Deposit N4 - A1,1652,IDE AARDE 48452 KIT TIERRA,6
Deposit N4 - A1,1654,OPBOUWKAST IDE ARM.40COM120,7
Deposit N4 - A1,3322,PICKENS RECHARGEABLE LED LIGHT,36
Deposit N4 - A1,7187,INB.KAST MP56 METALBOX,1
Deposit N4 - A10,1263,CEE-FORM CONN 3P+N+E 16A-03203,12
Deposit N4 - A10,1269,CEE-FORM CONN 3P+E 32A-03205,28
Deposit N4 - A10,1270,CEE-FORM CONN 3P+N+T 32A-03206,34
Deposit N4 - A10,1272,CEE-FORM CONN 3P+E 16A 03702,12
Deposit N4 - A10,1273,CEE-FORM CONN 3P+N+E 16A 03703,10
Deposit N4 - A10,1275,CEE-FORM CONN 3P+E 32A 03705,14
Deposit N4 - A10,1276,CEE-FORM CONN 3P+N+E 32A 03706,17
Deposit N4 - A11,1286,CEE-FORM WCD 3P+N+E 16A 03833,17
Deposit N4 - A11,1287,CEE-FORM WCD 2P+E 32A -02364,21
Deposit N4 - A11,1288,CEE-FORM WCD 2P+E 32A 02834,21
Deposit N4 - A11,1289,CEE-FORM WCD 3P+E 32A 03365,21
Deposit N4 - A11,1290,CEE-FORM WCD 3P+E 32A 03835,12
Deposit N4 - A11,1291,CEE-FORM WCD 3P+N+E 32A-03366,17
Deposit N4 - A11,1292,CEE-FORM WCD 3P+N+E 32A-03836,7
Deposit N4 - A12,1245,******CEE-FORM STEKK 63A -3P+A,45
Deposit N4 - A12,1253,CEE-FORM STEKK 125A - 3P+N+A,4
Deposit N4 - A12,1260,*******CEE-FORM WCD 63A - 3P+A,48
Deposit N4 - A12,1267,*****CEE-FORM CONN 63A -3P + A,30
Deposit N4 - A2,12431,CEE-FORM STEKKER 2P+E16A-02101,17
Deposit N4 - A2,12441,CEE-FORM STEKKER 3P+E16A-03102,18
Deposit N4 - A2,12451,CEE-FORM STEK 3P+N+E 16A-03103,31
Deposit N4 - A2,1246,CEE-FORM STEK 2P+E 32A-02104,40
Deposit N4 - A2,1247,CEE-FORM STEK 3P+E 32A-03105,12
Deposit N4 - A2,1248,CEE-FORM STEK 3P+N+E 32A-03106,30
Deposit N4 - A2,1249,CEE-FOR STEK 2P+E16A IP67-2601,33
Deposit N4 - A2,12501,CEE-FOR STEK3P+E 16A IP67 3602,30
Deposit N4 - A2,12521,CEE-FORM STEK 2P+E 32A 02604,12
Deposit N4 - A3,12541,CEE-FORM -WCD 2P+E 16A-02321,16
Deposit N4 - A3,12551,CEE-FORM WCD 3P+E 16A-03322,20
Deposit N4 - A3,12561,CEE-FORM WCD 3P+N+E 16A-03323,17
Deposit N4 - A3,12601,CEE-FORM WCD 2P+E 16A -02821,23
Deposit N4 - A3,12602,CEE-FORM WCD 3P+E 16A -03822,8
Deposit N4 - A3,12603,CEE-FORM WCD 3P+N+E 16A 03823,2
Deposit N4 - A4,12533,CEE-FORM STEK 3P+E 63A  03652,23
Deposit N4 - A4,1277,CEE-FORM CONN 3P+E 63A 03752,19
Deposit N4 - A5,0547,PG+MOER M16,650
Deposit N4 - A5,0548,PG+MOER M20,1100
Deposit N4 - A5,0549,PG+MOER M25,840
Deposit N4 - A5,0554,PG 36,210
Deposit N4 - A5,0565,MOER PG 48,720
Deposit N4 - A6,12511,CEE-FORM STEK 3P+N+E 16A 03603,34
Deposit N4 - A6,12531,CEE-FORM STEK 3P+E 32A 03605,45
Deposit N4 - A6,12532,CEE-FORM STEK 3P+N+E 32A 3606,14
Deposit N4 - A6,1261,CEE-FORM CONN 2P+E 16A-02201,30
Deposit N4 - A6,1262,CEE-FORM CONN 3P+E 16A-03202,18
Deposit N4 - A6,1264,CEE-FORM CONN 2P+E 32A-02204,16
Deposit N4 - A6,1271,CEE-FORM CONN 2P+E 16A 02701,24
Deposit N4 - A6,1274,CEE-FORM CONN 2P+E 32A 02704,20
Deposit N4 - A7,12581,CEE-FORM WCD 3P+E 32A-3325,24
Deposit N4 - A7,12591,CEE-FORM WCD 3P+N+T 32A-03326,34
Deposit N4 - A7,12605,CEE-FORM WCD 3P+E 32A -03825,17
Deposit N4 - A7,1284,CEE-FORM SCH-WCD 3P+E16A 03832,9
Deposit N4 - A7,1285,CEE-FORM WCD 3P+N+E 16A-03363,21
Deposit N4 - A8,12607,CEE-FORM WCD 3P+E 63A 03872,18
Deposit N4 - A8,1281,CEE-FORM SCH-WCD 2P+E 16A-0236,22
Deposit N4 - A8,1282,CEE-FORM SCH-WCD2P+E 16A 02831,12
Deposit N4 - A8,1283,CEE-FORM SCH-WCD3P+E 16A-03362,15
Deposit N4 - A8,1293,CEE-FORM WCD 3P+E 63A-03882,4
Deposit N4 - A9,0549,PG+MOER M25,1600
Deposit N4 - A9,0557,PG+MOER M40,630
Deposit N4 - A9,0558,PG+MOER M50,60
Deposit N4 - A9,0559,PG+MOER M63,120
Deposit N4 - B1,12535,CEE-FORM STEK 3P+E 125A 03655,18
Deposit N4 - B1,12609,CEE-FORM WCD 3P+E 125A 03875,17
Deposit N4 - B1,1279,CEE-FORM CONN 3P+E 125A 03755,22
Deposit N4 - B1,1280,CEE-FORM CONN 3P+N+E125A 03756,10
Deposit N4 - B10,0419,PERSKABELSCHOEN 120 mm  M12,240
Deposit N4 - B10,0421,PERSKABELSCHOEN  240 mm M12,9
Deposit N4 - B10,0421,PERSKABELSCHOEN  240 mm M12,10
Deposit N4 - B10,0447,PERSKABELSCHOEN  120  mm  M10,1200
Deposit N4 - B10,0476,PERSKABELSCHOEN SMALL 240-10MM,5
Deposit N4 - B10,1829,TT-63-CJ TAPA POLICARB.TRANSP.,13
Deposit N4 - B10,1829,TT-63-CJ TAPA POLICARB.TRANSP.,5
Deposit N4 - B11,1841,CHASSIS CA-33-1 EN KIT,21
Deposit N4 - B11,1841,CHASSIS CA-33-1 EN KIT,78
Deposit N4 - B11,1842,CHASSIS CA-43-1 EN KIT,60
Deposit N4 - B11,1843,CHASSIS CA-44-1 EN KIT,24
Deposit N4 - B11,1844,CHASSIS CA-63-1 EN KIT,13
Deposit N4 - B11,1844,CHASSIS CA-63-1 EN KIT,27
Deposit N4 - B11,1845,CHASSIS CA-64-1 EN KIT,37
Deposit N4 - B12,0549,PG+MOER M25,1600
Deposit N4 - B12,0550,"PG 13,5 + MOER",2000
Deposit N4 - B12,0557,PG+MOER M40,780
Deposit N4 - B12,0558,PG+MOER M50,200
Deposit N4 - B12,0559,PG+MOER M63,120
Deposit N4 - B12,1811,PP-43 PLACA POLIESTER PP-43,31
Deposit N4 - B12,1812,PP-44 PLACA POLIESTER PP-44,26
Deposit N4 - B12,1813,PP-63 PLACA POLIESTER PP-63,39
Deposit N4 - B12,18131,PP-64 PLACA POLIESTER PP-64,46
Deposit N4 - B12,1814,PP-66 PLACA POLIESTER PP-66,27
Deposit N4 - B12,1815,PP-84 PLACA POLIESTER PP-84,16
Deposit N4 - B12,1816,PP-86 PLACA POLIESTER PP-86,0
Deposit N4 - B2,0409,PERSKABELSCHOEN 2.5 mm  M6,2000
Deposit N4 - B2,0411,PERSKABELSCHOEN  6  mm  M6,4500
Deposit N4 - B2,0412,PERSKABELSCHOEN 10  mm  M6,2000
Deposit N4 - B2,0413,PERSKABELSCHOEN 16  mm  M8,1800
Deposit N4 - B2,0414,PERSKABELSCHOEN 25  mm  M8,900
Deposit N4 - B2,0424,VERBINDINGSBUS  2.5 mm,3500
Deposit N4 - B2,0424,VERBINDINGSBUS  2.5 mm,200
Deposit N4 - B2,0425,VERBINDINGSBUS  4 mm,1600
Deposit N4 - B2,0425,VERBINDINGSBUS  4 mm,600
Deposit N4 - B2,0426,VERBINDINGSBUS  6 mm,1300
Deposit N4 - B2,0426,VERBINDINGSBUS  6 mm,1100
Deposit N4 - B2,0427,VERBINDINGSBUS 10 mm,2400
Deposit N4 - B2,0427,VERBINDINGSBUS 10 mm,500
Deposit N4 - B2,0428,VERBINDINGSBUS 16 mm,200
Deposit N4 - B2,0428,VERBINDINGSBUS 16 mm,200
Deposit N4 - B2,0429,VERBINDINGSBUS 25 mm,1600
Deposit N4 - B2,0429,VERBINDINGSBUS 25 mm,350
Deposit N4 - B2,0430,VERBINDINGSBUS 35 mm,750
Deposit N4 - B2,0430,VERBINDINGSBUS 35 mm,100
Deposit N4 - B2,0431,VERBINDINGSBUS 50 mm,860
Deposit N4 - B2,0432,VERBINDINGSBUS 70 mm,140
Deposit N4 - B2,0433,VERBINDINGSBUS 95 mm,180
Deposit N4 - B2,04331,VERBINDINGSBUS 120 mm,90
Deposit N4 - B2,04331,VERBINDINGSBUS 120 mm,70
Deposit N4 - B2,0434,PERSKABELSCHOEN  6  mm  M8,2600
Deposit N4 - B2,0435,PERSKABELSCHOEN  10  mm  M8,2400
Deposit N4 - B2,0436,PERSKABELSCHOEN  10  mm  M10,1800
Deposit N4 - B2,0437,PERSKABELSCHOEN  16  mm  M6,2400
Deposit N4 - B2,0438,PERSKABELSCHOEN  16  mm  M10,1000
Deposit N4 - B2,0439,PERSKABELSCHOEN  25  mm  M6,900
Deposit N4 - B2,0440,PERSKABELSCHOEN  25  mm  M10,700
Deposit N4 - B2,0441,PERSKABELSCHOEN  25  mm  M12,850
Deposit N4 - B3,0380,TYRAPS  95x2.5,6600
Deposit N4 - B3,1850,BA-30-CJ BRIDA ACOP.C/JUNTA,125
Deposit N4 - B3,1852,CC-03-CJ CAJA CABLES CIEGA,24
Deposit N4 - B3,1853,CC-04-CJ CAJA CABLES CIEGA,27
Deposit N4 - B3,3532,New-3667708Cat6A keystone jack,136
Deposit N4 - B3,3533,New-3555008Cat5e keystone jack,150
Deposit N4 - B4,0262,COAX RG6 60% 18AWG,120
Deposit N4 - B4,0343,"ZADELS 3x5/8""",3500
Deposit N4 - B4,0344,"ZADELS 4x5/8""",3200
Deposit N4 - B4,0344,"ZADELS 4x5/8""",1050
Deposit N4 - B4,0348,ZADELS 13 mm VERT,1500
Deposit N4 - B4,0349,ZADELS 14 mm VERT,10000
Deposit N4 - B4,19271,PRONUTEC OPB.KAST 1000X750,1
Deposit N4 - B4,19272,PRONUTEC OPB.KAST 1000X1000,1
Deposit N4 - B5,126010,CEE-FORM WCD 3P+N+E 125A 03876,13
Deposit N4 - B5,1293,CEE-FORM WCD 3P+E 63A-03882,5
Deposit N4 - B5,1294,CEE-FORM WCD 3P+N+E 63A 03883,1
Deposit N4 - B6,0416,PERSKABELSCHOEN 50  mm  M10,640
Deposit N4 - B6,0442,PERSKABELSCHOEN  35  mm  M10,600
Deposit N4 - B6,0443,PERSKABELSCHOEN  35  mm  M12,250
Deposit N4 - B6,0444,PERSKABELSCHOEN  50  mm  M12,640
Deposit N4 - B6,0445,PERSKABELSCHOEN  70  mm  M12,260
Deposit N4 - B6,0446,PERSKABELSCHOEN  95  mm  M10,240
Deposit N4 - B6,0451,PERSKABELSCHOEN  50  mm  M8,180
Deposit N4 - B6,0452,PERSKABELSCHOEN  95  mm  M8,320
Deposit N4 - B6,0468,CP-10 PIN PERSKABELSCHOEN 10MM,700
Deposit N4 - B6,0469,CP-16 PIN PERSKABELSCHOEN 16MM,500
Deposit N4 - B6,0470,CP-25 PIN PERSKABELSCHOEN 25MM,200
Deposit N4 - B6,0471,CP-35 PIN PERSKABELSCHOEN 35MM,100
Deposit N4 - B6,0474,PERSKABELSCHOEN SMALL 95-10MM,120
Deposit N4 - B6,0477,PERSKABELSCHOEN SMALL 240-12MM,45
Deposit N4 - B7,1846,TC-02-CJ TAPA CIEGA C/JUNTA,25
Deposit N4 - B7,1847,TC-03-CJ TAPA CIEGA C/JUNTA,33
Deposit N4 - B7,1848,TC-04-CJ TAPA CIEGA C/JUNTA,57
Deposit N4 - B7,1849,BA-20-CJ BRIDA ACOP.C/JUNTA,16
Deposit N4 - B7,1851,BA-40-CJ BRIDA ACOP.C/JUNTA,102
Deposit N4 - B8,1643,PMB400,6
Deposit N4 - B8,1809,PP-32 PLACA POLIESTER PP-32,12
Deposit N4 - B8,1810,PP-33 PLACA POLIESTER PP-33,19
Deposit N4 - B8,18631,PBM-325 PLACA METALICA,4
Deposit N4 - B8,1864,PBM-43 PLACA METALICA,13
Deposit N4 - B8,18641,PBM-54 PLACA METALICA,10
Deposit N4 - B8,18641,PBM-54 PLACA METALICA,0
Deposit N4 - B8,1865,PBM-64 PLACA METALICA PBM-64,15
Deposit N4 - B8,1866,PBM-65 PLACA METALICA PBM-65,14
Deposit N4 - B9,3324,PICKENS LED BASE T8 120 CM,240
Deposit N4 - B9,3326,PICKENS LED ORNEMENT WD 1X18W,119
Deposit N4 - B9,3328,PICKENS LED ORNEMENT WD 2X18W,84
Deposit N4 - C1,1800,CA-32 CAJA VACIA TAPA TRANSPAR,1
Deposit N4 - C1,1801,CA-33 CAJA VACIA TAPA TRANSPAR,2
Deposit N4 - C1,1802,CA-43 CAJA VACIA TAPA TRANSPAR,5
Deposit N4 - C1,1804,CA-63 CAJA VACIA TAPA TRANSPAR,1
Deposit N4 - C10,1256,******CEE-FORM WCD 63A -3P+N+A,11
Deposit N4 - C10,1805,CA-64 CAJA VACIA TAPA TRANSPAR,4
Deposit N4 - C10,1830,TT-64-CJ TAPA POLICARB.TRANSP.,44
Deposit N4 - C10,1832,TT-84A-CJ TAPA POLICARB.TRANSP,10
Deposit N4 - C10,1833,TT-86A-CJ TAPA POLICARB.TRANSP,15
Deposit N4 - C11,18211,CU-64 CAJA CUERPO CA-64,49
Deposit N4 - C12,1805,CA-64 CAJA VACIA TAPA TRANSPAR,3
Deposit N4 - C12,1824,CU-86 CAJA CUERPO CA-86,5
Deposit N4 - C12,1833,TT-86A-CJ TAPA POLICARB.TRANSP,4
Deposit N4 - C12,1878,CR-350 CAJA REPART.CABLE 50MM,1
Deposit N4 - C12,1879,CR-395 CAJA REPART.CABLE 95MM,2
Deposit N4 - C2,1837,TO-63-CJ TAPA POLICARB.OPACO C,22
Deposit N4 - C2,1837,TO-63-CJ TAPA POLICARB.OPACO C,22
Deposit N4 - C2,1838,TO-66-CJ TAPA POLICARB.OPACO C,9
Deposit N4 - C2,1838,TO-66-CJ TAPA POLICARB.OPACO C,9
Deposit N4 - C2,1839,TO-84A-CJ TAPA POLICARB.OPACO,6
Deposit N4 - C2,1839,TO-84A-CJ TAPA POLICARB.OPACO,6
Deposit N4 - C2,1840,TO-86A-CJ TAPA POLICARB.OPACO,6
Deposit N4 - C2,1840,TO-86A-CJ TAPA POLICARB.OPACO,6
Deposit N4 - C3,1822,CU-66 CAJA CUERPO CA-66,6
Deposit N4 - C3,1826,TT-33-CJ TAPA POLICARB.TRANSP.,13
Deposit N4 - C3,1826,TT-33-CJ TAPA POLICARB.TRANSP.,13
Deposit N4 - C3,1827,TT-43-CJ TAPA POLICARB.TRANSP.,9
Deposit N4 - C3,1827,TT-43-CJ TAPA POLICARB.TRANSP.,11
Deposit N4 - C3,1828,TT-44-CJ TAPA POLICARB.TRANSP.,25
Deposit N4 - C3,1828,TT-44-CJ TAPA POLICARB.TRANSP.,25
Deposit N4 - C3,1835,TO-33-CJ TAPA POLICARB.OPACO C,18
Deposit N4 - C3,1835,TO-33-CJ TAPA POLICARB.OPACO C,35
Deposit N4 - C3,18351,TO-43-CJ TAPA POLICARB.OPACO C,17
Deposit N4 - C4,1627,PLP4080,5
Deposit N4 - C4,1629,TAPA 48642,1
Deposit N4 - C4,1630,TCF4040,4
Deposit N4 - C4,1639,PACK UNION 48112,2
Deposit N4 - C4,1640,KIT SUJECION 48156 DINRAIL,10
Deposit N4 - C4,1642,TMA3080,10
Deposit N4 - C4,1645,TCA4080,0
Deposit N4 - C4,1839,TO-84A-CJ TAPA POLICARB.OPACO,12
Deposit N4 - C5,3229,TL-ORNEMENT LED 1x18W WD LEEG,75
Deposit N4 - C6,1825,TT-32-CJ TAPA POLICARB.TRANSP.,11
Deposit N4 - C6,1831,TT-66-CJ TAPA POLICARB.TRANSP.,10
Deposit N4 - C6,1833,TT-86A-CJ TAPA POLICARB.TRANSP,7
Deposit N4 - C6,1834,TO-32-CJ TAPA POLICARB.OPACO C,12
Deposit N4 - C6,1836,TO-44-CJ TAPA POLICARB.OPACO C,8
Deposit N4 - C7,1822,CU-66 CAJA CUERPO CA-66,6
Deposit N4 - C8,0707,ATEMA U 50 INBDOOS 16-19-20MM,300
Deposit N4 - C8,0708,ATEMA TUIT 2X16/19/20 U 50,570
Deposit N4 - C8,0709,ATEMA AFDEK PLAAT U 50,100
Deposit N4 - C8,1628,ZCL 1040,4
Deposit N4 - C8,1632,TCA6080,10
Deposit N4 - C8,1637,ZCL 1080,1
Deposit N4 - C8,1644,PLP3080,1
Deposit N4 - C8,1650,IDE RAIL SOPORT 160-400A 48454,12
Deposit N4 - C8,1653,OPBOUWKAST IDE ARM.40COM96,5
Deposit N4 - C8,1804,CA-63 CAJA VACIA TAPA TRANSPAR,25
Deposit N4 - C8,1822,CU-66 CAJA CUERPO CA-66,3
Deposit N4 - C8,1831,TT-66-CJ TAPA POLICARB.TRANSP.,16
Deposit N4 - C8,1840,TO-86A-CJ TAPA POLICARB.OPACO,4
Deposit N4 - C8,1852,CC-03-CJ CAJA CABLES CIEGA,28
Deposit N4 - C8,1862,ART-107 ARM.TEJADILLO 1000X750,3
Deposit N4 - C8,19271,PRONUTEC OPB.KAST 1000X750,1
Deposit N4 - C8,4200,KABELGOOT 12x7MM 10010 FBR,165
Deposit N4 - C8,4201,KABELGOOT 16X10MM 10020 FBR,27
Deposit N4 - C8,4203,KABELGOOT 32x12.5MM 10400 FBR,22
Deposit N4 - C8,4204,KABELGOOT 32X16MM 10040 FBR,186
Deposit N4 - C8,4205,"KABELGOOT 40X12,5MM 10150 FBR",26
Deposit N4 - C8,4207,KABELGOOT 50X20MM 10500 CBR,7
Deposit N4 - C8,4208,KABELGOOT 60X16MM 10070 CBR,99
Deposit N4 - C8,4210,KABELGOOT 110X34MM 10080 RBR,38
Deposit N4 - C9,1808,CA-86A CAJA VACIA TAPA TRANSP,5
Deposit N4 - C9,3328,PICKENS LED ORNEMENT WD 2X18W,60
Deposit N4 - D1,1856,BRES-325 ARMARIO VACIO NORMAL,4
Deposit N4 - D1,1857,BRES-43 ARMARIO VACIO NORMAL,10
Deposit N4 - D1,18571,BRES-54 ARMARIO VACIO NORMAL,12
Deposit N4 - D10,0364,CABLE CLIPS   7  mm,10100
